x1,x2,target
1.358495997,1.170129493,1
-0.753957056,-0.397071784,0
1.693724091,-0.854749678,0
0.733894404,0.816093634,1
-0.069251904,-0.880206071,0
-0.739069383,0.432423022,1
1.211171399,1.10531342,1
0.415935256,-0.684549476,0
1.06081623,1.069752171,1
-1.131783809,-0.748277367,0
2.09110036,-0.686583563,0
0.727562841,2.728111632,1
-0.436274751,0.972072302,1
0.741400546,-1.668919593,0
-1.092203594,-1.174360281,0
-0.666738307,0.521718742,0
-1.134789496,-1.088778754,0
-2.019225612,0.342822571,1
-0.66275886,0.195191784,0
-0.338478271,0.494787693,1
1.551421354,1.36600648,1
0.012113968,-1.173668247,0
1.338470949,1.324122376,1
0.629104503,0.585555931,1
-0.757176174,0.251617955,0
3.496094329,-1.403687039,0
-0.088081841,2.610333716,0
-0.894975054,1.634470195,1
0.210208727,-0.710895708,0
0.113804047,1.375905957,1
0.766114087,0.855614741,1
-1.168018966,-2.271920659,0
1.006780036,-0.321469478,0
-1.576788468,1.498308711,1
-0.667100385,-0.101677292,0
1.063153645,0.887385217,1
2.261471207,2.292819443,1
0.379426744,0.723074383,1
0.341191991,-1.119419404,1
-0.618260317,-0.390562791,1
-0.783928148,-0.586970012,0
-0.941722408,2.040958508,1
-1.559647752,-3.005880431,0
0.185734401,-0.740875278,0
1.590197407,1.432248434,1
-1.510512895,0.740241839,1
1.452261343,1.462100552,1
-0.783685187,-0.764131787,0
-0.484644577,0.478962352,1
-0.96926786,-0.536559305,0
1.195601996,1.008493412,1
-0.219276122,-0.247950031,1
-0.332698931,1.195796724,1
-1.913603202,-4.154350476,0
-0.761794923,0.634443898,0
0.363896424,1.75237485,1
0.545373206,0.635738242,1
-1.342603525,3.019403382,1
-0.522549642,0.850247863,0
0.400259767,-1.195898942,0
1.399762809,1.338485853,1
-0.967111393,-1.367144188,0
0.710796137,0.733345147,1
2.029842299,-0.946025918,0
-1.301521661,-2.361662363,0
1.130707873,-0.75589911,0
-0.416088747,0.466689626,0
-1.579369968,2.484982449,1
-0.432773563,0.890930278,0
1.020437868,1.164617086,1
-0.101267463,-1.590175634,0
0.643761048,-0.780538547,0
0.698529837,-1.279404552,0
