possession_pct,shots_on_target,pass_accuracy_pct,defensive_errors,distance_covered_km,xG,home_away,formation,result
64.6,13,88.82,2,114.62,1.28,1,0,1
72.51,5,82.7,2,98.32,1.568,1,0,1
68.23,6,72.2,5,100.96,2.758,1,2,1
41.13,8,81.92,5,111.21,1.746,0,0,0
50.27,4,66.02,7,114.87,2.8,0,1,0
35.81,14,67.25,7,102.48,2.06,1,2,1
72.93,0,86.56,2,109.37,1.263,1,1,1
57.28,11,72.86,6,94.81,2.854,1,1,1
40.29,9,86.94,5,94.17,0.91,1,1,0
60.23,6,87.9,3,97.08,0.863,0,1,0
57.82,14,89.3,2,105.18,1.815,1,2,1
46.12,4,91.67,3,105.47,0.987,0,0,0
35.11,2,72.24,3,94.46,0.131,0,1,0
60.22,11,67.75,2,89.0,2.304,0,2,1
53.41,12,78.29,1,103.97,1.838,0,1,1
64.75,8,69.85,6,88.85,1.615,1,0,0
53.41,0,79.04,2,102.35,3.388,1,2,1
68.35,0,83.22,7,105.8,2.042,1,2,0
54.84,0,82.54,2,106.02,3.036,1,0,1
55.24,2,69.98,5,107.6,0.574,0,2,0
69.45,11,61.67,2,111.19,2.035,0,0,1
48.16,5,72.22,1,100.0,3.051,0,2,1
36.03,9,60.7,5,106.91,2.083,1,2,0
31.3,10,90.6,7,103.58,2.541,0,0,0
63.98,2,68.84,0,90.6,1.365,0,0,1
57.91,7,61.18,0,85.77,0.414,0,2,1
61.68,13,56.02,3,93.54,1.657,0,2,1
39.58,13,80.83,6,98.29,1.441,1,0,1
36.14,9,80.48,3,103.51,3.048,0,0,1
30.65,1,68.62,1,110.5,0.93,0,2,0
45.78,13,57.87,4,90.89,3.387,1,2,1
56.55,8,71.39,7,88.77,3.358,1,2,0
47.65,2,67.45,6,113.9,0.942,1,0,0
49.69,4,82.08,7,88.24,1.283,0,2,0
70.69,9,79.23,0,99.35,3.145,0,1,1
45.67,7,69.58,3,102.57,3.387,0,0,1
53.13,1,63.72,7,101.24,1.608,0,2,0
65.26,5,94.52,0,87.58,1.191,1,0,1
47.84,11,73.16,1,86.71,1.889,0,1,1
57.99,4,82.53,1,88.16,2.438,0,0,1
68.81,12,60.62,4,102.57,1.03,1,2,1
72.73,9,74.42,7,101.33,2.604,1,1,1
36.62,8,56.1,4,92.01,0.276,1,1,0
71.7,11,75.22,5,104.13,0.268,0,2,1
52.15,4,93.56,6,109.6,1.413,0,2,1
41.62,1,70.37,7,86.25,1.302,0,2,0
50.66,4,56.56,1,99.94,1.173,0,0,0
74.1,14,56.24,3,105.68,1.769,0,0,1
52.17,11,70.52,0,92.57,1.19,1,0,1
44.79,3,61.4,2,94.23,0.754,1,2,0
58.5,14,55.93,4,103.41,1.152,0,2,1
40.81,10,85.25,2,111.94,3.415,0,0,1
33.41,6,73.34,7,109.3,1.498,0,1,0
35.8,5,66.57,3,102.49,1.612,0,0,0
35.76,13,91.0,4,106.91,2.06,0,1,1
36.84,1,59.65,2,95.94,3.443,1,2,0
36.25,11,93.24,6,104.23,0.921,1,2,0
58.84,10,67.56,3,98.99,2.416,1,0,1
38.18,10,90.54,0,90.7,2.534,0,0,1
45.56,12,79.12,6,106.05,2.165,0,2,1
70.36,4,88.07,3,101.69,0.401,1,0,0
51.33,6,94.36,5,95.76,2.401,1,2,1
60.04,10,66.54,4,112.34,0.318,0,2,0
37.75,6,93.45,1,85.63,2.127,1,1,1
38.65,14,70.58,0,94.47,2.615,1,0,1
31.84,4,70.42,7,86.71,0.817,0,2,0
37.6,11,68.62,6,108.0,2.962,1,0,1
42.54,14,76.66,6,106.06,0.203,1,1,1
37.97,8,61.17,2,94.94,2.969,1,1,0
33.99,3,77.15,4,105.27,1.665,0,0,0
35.43,10,76.67,7,96.88,0.84,1,0,0
50.74,2,85.48,1,107.69,0.555,1,2,1
39.29,14,88.35,3,98.63,3.341,1,1,1
46.39,3,72.62,1,97.37,0.347,0,1,0
52.65,4,67.09,4,113.04,0.777,0,1,0
61.07,12,65.37,4,92.53,1.283,1,0,1
31.77,5,62.78,5,88.61,2.209,0,2,0
65.97,2,57.31,5,102.54,1.952,1,0,0
58.26,1,68.7,1,114.08,0.527,0,0,0
33.68,13,65.81,3,96.34,1.085,0,0,0
69.31,12,93.66,1,86.86,0.912,1,2,1
71.44,3,77.31,4,95.18,0.826,1,0,0
32.75,4,68.89,4,100.18,1.498,1,1,0
42.46,3,78.22,2,89.86,2.494,0,1,0
66.28,13,60.57,5,104.74,0.839,1,1,1
63.67,10,72.76,7,114.93,1.347,0,2,0
38.3,12,80.05,7,98.55,1.429,0,0,0
39.42,14,74.56,7,95.64,3.42,1,2,1
46.67,11,71.07,2,97.02,3.346,0,0,1
51.8,2,94.75,0,88.45,2.82,1,1,1
57.82,7,90.21,7,111.5,0.922,0,0,1
46.6,9,79.94,4,97.44,0.331,1,0,0
50.81,3,77.78,2,96.62,1.177,0,0,1
63.64,13,79.83,1,104.79,1.007,0,2,1
31.65,1,63.05,5,98.26,1.82,1,0,0
41.36,1,70.81,5,104.45,2.744,0,0,0
62.1,0,56.58,3,86.84,3.018,1,0,0
70.28,12,74.02,1,109.41,2.973,0,2,1
53.03,3,76.72,3,113.22,1.323,0,2,0
53.95,9,64.11,2,104.46,2.437,0,2,1
34.82,8,93.56,6,113.64,1.164,1,0,0
50.13,13,91.38,7,89.54,0.307,1,1,1
53.97,10,83.89,0,99.32,2.485,1,1,1
40.91,6,76.34,1,103.05,0.133,1,1,1
42.12,14,89.8,1,102.45,1.491,1,0,1
46.98,11,60.23,1,97.04,1.22,0,1,1
30.9,9,86.62,3,95.14,2.457,0,1,0
44.49,6,59.99,2,88.8,2.705,1,1,1
39.52,12,86.77,1,96.75,1.134,0,0,1
44.74,14,66.03,6,89.88,2.86,0,1,1
35.39,6,90.08,1,107.03,1.099,0,1,1
70.07,14,92.76,5,91.26,1.618,0,0,1
56.71,7,60.95,7,86.76,2.572,1,2,0
60.56,0,73.51,0,101.57,2.456,0,1,0
65.51,9,94.24,7,102.86,3.457,1,2,1
52.43,12,74.34,5,111.16,0.866,1,1,1
33.91,9,89.54,5,102.31,2.352,0,0,1
54.17,7,78.55,0,95.36,2.173,1,2,1
56.41,3,70.01,6,109.09,3.211,0,2,0
63.54,3,66.43,2,101.21,0.632,0,2,0
49.42,3,63.13,5,87.38,2.656,0,2,0
35.74,5,85.47,2,101.98,2.032,1,1,1
42.77,6,70.46,5,112.24,1.034,1,1,1
46.34,5,75.45,4,96.89,1.713,1,2,0
59.07,0,74.69,0,93.89,1.235,0,1,0
55.69,11,78.09,5,89.3,2.07,0,2,1
46.02,7,89.62,4,89.54,3.123,0,2,0
74.39,12,94.23,7,97.98,2.036,1,0,1
57.26,9,71.3,3,102.87,2.248,0,2,1
40.68,14,88.1,4,87.42,1.864,0,1,1
34.58,10,85.58,1,113.19,0.274,1,2,1
36.88,12,77.94,5,107.65,0.892,1,0,0
41.07,6,93.24,4,102.6,1.773,1,1,1
37.23,5,63.02,2,109.85,1.155,0,0,0
38.4,5,59.37,3,87.41,0.718,0,0,0
42.83,4,89.16,6,99.31,1.814,0,2,0
37.8,5,72.57,5,103.9,1.198,1,0,0
70.35,11,88.88,1,109.86,0.978,1,0,1
33.61,8,90.72,6,108.5,1.678,1,1,0
53.6,9,57.5,4,93.31,0.553,1,0,0
48.47,8,90.34,6,113.23,3.254,0,2,0
74.21,14,72.93,6,88.73,3.05,0,2,1
35.04,9,75.42,3,111.25,2.506,0,2,1
47.9,7,80.06,7,114.13,0.461,0,0,0
73.63,9,92.06,6,90.31,2.738,0,1,1
68.95,8,55.76,6,106.66,2.847,0,2,1
66.77,12,74.07,5,86.21,2.71,0,0,1
41.61,9,82.51,7,97.16,0.487,0,2,0
37.69,7,83.91,3,100.49,2.289,1,2,1
60.09,7,82.7,1,102.42,2.937,1,1,1
71.82,0,60.38,4,113.08,2.063,0,2,0
55.05,9,66.98,3,105.17,2.298,1,1,1
55.72,10,69.35,3,99.44,1.658,0,0,1
42.6,4,87.18,0,109.29,1.898,0,2,1
64.63,3,66.15,3,113.52,0.217,1,0,0
38.42,1,63.43,7,85.66,2.272,0,0,0
44.57,7,93.3,0,114.48,0.377,0,0,1
49.14,2,55.35,4,87.58,1.579,0,2,0
52.84,3,94.91,6,109.43,1.095,0,1,0
40.91,11,82.07,5,93.41,1.954,0,2,1
35.17,6,88.14,5,88.97,0.554,0,0,0
57.48,9,66.78,4,98.2,2.452,0,1,1
42.99,8,55.57,4,104.32,2.803,1,0,1
56.16,1,84.51,7,96.43,0.655,1,1,0
36.95,2,88.37,2,86.64,0.455,0,2,0
51.65,3,84.62,6,102.98,0.595,1,1,0
53.97,9,60.71,4,112.07,3.082,0,2,1
32.33,0,85.14,3,96.5,1.896,0,0,0
45.15,6,85.76,7,91.49,1.689,0,1,0
36.05,1,81.34,5,98.28,0.463,0,0,0
32.85,4,85.64,1,86.45,2.308,1,1,0
74.55,14,88.84,7,109.61,3.051,1,2,1
44.51,0,79.54,5,109.79,2.916,1,1,1
66.44,2,58.54,0,102.64,2.229,1,1,1
41.46,11,74.51,7,95.59,0.356,0,2,0
60.67,1,58.11,5,108.99,0.482,1,2,0
64.21,0,71.3,2,101.64,0.268,0,2,0
56.8,6,71.28,7,109.78,0.975,0,1,0
51.22,4,57.64,7,103.94,0.561,1,0,0
48.53,0,68.95,6,108.53,0.984,0,1,0
45.7,5,59.44,4,102.96,1.409,1,1,1
71.83,4,87.33,6,97.42,3.306,1,0,1
67.38,14,92.91,7,113.74,2.175,1,2,1
73.43,2,57.89,4,101.23,2.939,1,1,0
35.59,11,93.2,5,103.15,2.515,1,0,1
62.89,6,75.9,1,91.61,0.483,0,2,1
72.23,10,66.98,1,103.77,2.602,1,2,1
38.16,9,58.07,7,102.15,1.035,1,1,0
32.99,8,75.02,2,90.55,2.273,0,2,1
63.35,13,86.78,0,86.79,1.259,1,2,1
55.85,12,83.28,5,103.13,3.492,1,0,1
67.88,12,57.01,4,107.91,0.996,0,0,1
36.29,8,57.92,7,100.7,1.049,0,2,0
65.79,13,71.11,5,91.8,3.264,1,0,1
39.07,8,66.81,7,105.0,0.184,0,2,0
37.36,1,64.3,2,87.4,2.469,1,1,1
37.39,2,66.24,3,98.26,2.566,0,0,0
66.66,6,87.14,3,89.9,2.944,1,2,1
59.93,4,92.17,2,90.53,3.413,1,2,1
53.54,1,71.2,4,91.07,3.417,1,0,0
46.15,2,91.24,6,96.6,0.322,0,0,0
69.47,9,67.86,2,86.53,2.894,1,1,1
47.66,5,74.06,7,96.93,2.297,0,2,0
66.75,12,64.04,4,100.35,2.301,1,1,1
49.76,6,80.62,1,99.5,0.536,1,1,1
46.96,8,94.16,2,96.48,2.311,1,1,1
50.82,0,79.14,4,110.17,3.44,1,0,0
43.56,10,69.31,2,89.36,3.2,1,1,1
63.64,6,80.91,2,100.17,1.593,0,0,1
52.62,7,59.92,6,86.86,0.236,0,0,0
40.45,11,90.55,6,87.13,1.332,0,1,0
70.48,13,75.12,7,102.22,2.91,1,1,1
47.28,2,72.97,4,101.98,2.485,1,2,1
54.46,3,78.43,4,111.34,1.662,0,1,0
70.79,9,79.99,0,101.74,0.287,1,2,1
58.09,5,57.87,2,113.79,1.551,1,1,1
35.26,9,82.3,3,86.46,1.695,1,1,0
72.29,6,64.68,2,87.94,3.257,0,1,1
58.25,12,83.56,2,86.32,2.28,0,1,1
45.07,13,87.9,4,90.56,1.16,0,2,0
36.27,3,87.16,2,101.24,1.886,0,2,0
65.73,7,77.1,5,104.37,0.325,0,1,0
57.9,4,75.81,2,86.37,3.407,1,1,1
54.01,0,60.72,5,113.38,1.324,1,2,0
70.23,3,86.01,6,110.26,1.725,1,0,1
65.49,2,65.86,3,93.9,1.308,1,0,1
36.83,8,74.87,7,87.32,2.421,0,0,0
44.03,7,66.37,4,90.1,2.352,0,2,1
41.18,0,60.35,2,88.81,2.532,1,2,0
63.48,10,80.18,5,88.7,1.012,0,0,1
31.51,5,57.17,5,100.56,1.173,1,0,0
55.65,8,84.95,6,92.38,0.526,1,1,0
64.31,6,67.7,5,95.74,2.329,1,2,1
69.45,3,55.01,7,114.69,0.235,1,2,0
45.39,12,75.45,1,105.53,2.132,0,0,1
66.96,0,56.87,0,113.47,3.057,1,0,1
34.98,11,66.05,7,89.28,3.129,0,2,0
68.09,1,83.28,3,96.46,1.627,1,1,1
35.74,11,57.51,7,101.64,1.662,1,0,0
47.88,4,88.57,6,87.3,0.362,1,2,0
65.88,11,55.15,6,85.13,2.381,1,2,1
36.75,10,64.87,7,105.11,2.892,0,1,1
40.32,4,84.64,2,104.25,0.932,1,1,1
62.5,7,67.65,1,97.32,1.532,0,0,1
62.4,5,59.08,2,99.69,2.952,1,0,1
58.85,7,69.41,2,97.46,3.082,1,0,1
61.23,1,65.82,7,85.72,0.927,1,2,0
54.42,2,88.71,4,95.06,1.972,0,0,0
41.33,5,67.53,4,90.31,0.754,1,2,0
45.56,11,86.56,4,87.95,0.446,1,0,1
38.17,12,90.67,1,113.7,3.198,1,1,1
70.88,9,72.35,2,102.98,2.89,1,1,1
56.25,2,91.4,0,106.86,2.684,1,2,1
48.04,5,70.09,3,94.46,0.266,0,1,0
50.79,5,93.56,4,96.79,2.969,0,2,1
72.63,1,58.57,4,92.11,1.589,1,2,0
36.9,6,82.48,6,87.91,1.264,1,1,0
56.38,11,74.75,2,90.37,1.958,0,2,1
52.76,1,70.51,2,108.93,0.411,1,1,0
57.52,5,80.31,1,105.33,2.673,0,0,1
30.81,0,83.15,1,101.41,2.08,1,0,0
69.25,2,55.17,4,99.25,0.734,1,1,0
71.95,1,61.68,2,112.67,0.74,0,1,0
55.43,6,83.52,0,87.18,0.726,1,1,1
61.35,13,81.66,3,93.42,0.294,0,1,1
71.51,3,93.64,7,95.5,2.099,0,0,0
61.83,7,85.44,2,108.47,2.957,0,2,1
36.86,5,93.03,6,114.78,0.159,1,2,0
55.93,11,83.1,7,92.22,0.267,0,0,0
57.3,9,66.92,2,111.23,2.047,0,2,1
49.09,3,59.21,5,109.92,2.886,1,0,0
63.14,4,86.27,1,91.74,1.211,1,2,1
72.05,12,80.77,6,96.98,1.289,1,1,1
71.65,12,56.93,3,97.29,2.128,1,1,1
50.29,14,69.4,4,114.35,1.032,1,1,1
35.1,14,93.27,6,90.43,0.19,1,0,1
74.32,8,75.02,2,108.97,2.6,0,0,1
67.75,6,72.31,4,95.03,2.227,1,2,1
35.61,9,73.31,2,106.93,2.075,0,2,1
71.44,13,63.36,4,97.6,2.622,1,2,1
69.15,13,69.75,3,102.35,2.396,0,0,1
53.35,8,69.79,1,109.98,0.8,0,2,1
56.61,6,57.09,3,109.12,1.298,1,1,1
47.96,11,85.7,5,110.99,0.529,1,2,1
32.46,0,71.66,0,86.79,0.542,0,1,0
45.08,11,87.89,1,105.76,2.399,1,0,1
66.13,7,89.01,3,89.2,3.019,1,1,1
30.21,3,63.48,5,97.47,3.373,0,1,0
45.01,2,81.29,0,101.46,2.236,0,1,1
47.92,13,73.89,5,97.08,0.726,0,0,0
54.18,12,90.21,2,100.59,0.459,1,0,1
71.39,6,63.63,7,114.9,2.864,1,0,1
45.59,11,82.11,2,89.06,2.068,1,0,1
45.61,2,79.31,4,105.26,2.202,1,2,0
63.19,7,66.81,1,96.88,2.757,0,0,1
50.35,5,60.46,2,88.99,2.491,1,1,0
40.11,4,81.07,6,89.76,2.937,0,0,0
50.36,3,84.54,5,113.48,0.291,1,2,0
36.34,7,67.63,1,111.39,2.642,1,2,1
37.94,7,80.79,7,112.21,2.993,0,2,0
52.43,11,70.81,6,114.75,1.073,1,1,1
48.85,0,83.53,2,91.25,2.278,1,0,0
71.17,8,62.97,4,95.66,1.168,0,0,0
46.31,13,90.61,3,105.08,3.357,1,0,1
56.13,4,66.5,4,99.51,0.214,0,1,0
58.45,3,69.71,6,97.55,2.071,0,1,0
30.59,5,57.32,0,95.73,0.666,0,2,1
59.86,5,59.46,2,102.81,2.522,0,2,1
38.01,1,75.63,6,102.27,0.698,1,0,0
73.25,7,65.7,0,89.84,0.9,1,1,1
36.69,6,88.42,0,99.15,1.781,1,1,1
48.66,0,55.59,5,101.6,3.21,0,0,0
33.84,4,70.16,1,102.11,0.82,1,0,0
74.86,11,68.49,5,91.3,0.59,1,2,1
52.6,5,55.77,2,107.27,2.681,1,2,1
56.79,3,59.97,0,85.76,1.802,1,2,1
33.02,1,71.55,7,95.64,3.2,0,0,0
63.75,12,74.71,6,108.41,0.598,0,0,0
39.45,13,71.17,3,101.92,2.296,1,2,1
70.41,3,76.24,0,92.83,0.892,0,2,1
39.23,0,78.81,6,105.85,0.633,1,1,0
38.58,6,55.4,7,102.02,2.424,1,1,0
31.64,1,73.56,3,108.89,2.119,1,2,1
51.24,12,93.54,5,107.05,2.666,0,2,1
55.42,1,75.76,5,103.3,1.152,1,1,0
32.96,8,82.1,1,99.65,1.623,0,2,1
64.9,4,67.47,6,89.0,1.479,0,1,0
50.4,1,85.96,0,92.84,3.446,1,1,1
53.6,10,85.92,4,97.57,1.094,0,1,0
49.83,8,75.85,5,102.98,1.102,0,0,0
48.03,8,94.04,5,100.41,1.305,1,0,1
55.18,0,60.02,1,93.65,2.02,0,2,0
36.99,10,55.68,3,85.19,0.958,0,1,0
38.19,2,85.81,1,99.89,3.212,1,0,1
68.78,3,87.29,7,93.57,1.003,1,2,1
72.58,13,59.81,0,107.04,3.146,0,2,1
46.8,6,65.62,6,85.72,0.452,1,2,0
42.18,9,55.7,2,102.54,2.332,1,2,1
58.98,3,66.73,2,113.24,3.184,0,2,1
48.39,1,85.93,6,90.23,0.674,0,1,0
31.14,6,75.72,3,99.15,3.392,1,2,1
37.03,5,68.92,7,87.74,1.64,0,1,0
62.22,2,69.87,5,103.77,3.315,1,0,1
59.65,5,55.05,3,101.52,2.401,1,2,1
31.22,10,66.99,5,97.22,1.125,0,0,0
39.99,14,80.86,5,100.64,0.74,0,1,0
40.4,5,93.97,2,111.9,1.133,1,1,1
60.24,11,88.88,3,90.89,0.416,1,0,1
30.89,4,55.94,7,85.68,0.589,1,2,0
34.68,3,90.94,1,110.85,0.456,1,2,1
66.0,9,86.33,5,102.31,1.538,0,0,1
38.03,11,86.22,4,111.72,2.805,1,0,1
59.37,14,73.32,4,102.91,0.581,0,0,1
40.72,0,70.92,1,109.3,0.543,0,2,0
34.47,9,67.12,4,97.89,2.288,1,2,1
40.94,5,57.63,0,107.5,0.77,0,2,0
62.5,1,64.13,5,112.39,0.432,0,0,0
68.51,12,64.86,1,102.16,0.667,1,2,1
67.36,2,74.36,3,90.42,3.241,0,1,1
47.87,13,84.9,5,93.06,2.893,0,0,1
60.06,7,73.95,1,90.96,1.304,1,2,1
39.22,9,57.31,2,92.41,2.33,1,0,1
43.19,13,93.31,7,94.19,1.927,1,1,0
70.34,13,92.71,3,101.65,2.402,1,1,1
30.59,5,86.41,7,102.64,2.421,1,0,0
33.85,2,94.65,2,97.79,2.238,1,0,0
39.35,6,76.78,5,103.46,1.005,1,1,0
31.19,3,93.51,3,87.45,0.233,0,0,0
38.16,13,58.02,7,87.63,1.649,0,1,0
56.24,8,69.63,4,90.15,3.129,1,1,1
48.96,14,64.02,7,100.54,2.036,0,2,0
70.17,4,62.83,1,91.42,2.93,0,0,1
66.78,2,60.63,5,93.5,3.472,1,0,0
45.38,1,79.9,0,97.01,0.656,0,2,0
41.67,10,86.25,7,109.36,2.452,1,1,1
47.09,1,78.13,3,85.42,2.393,0,0,0
56.56,2,60.88,3,104.48,3.432,1,2,1
42.06,1,87.44,6,105.07,3.451,0,2,0
58.09,13,80.44,7,108.96,2.435,0,0,0
48.42,3,70.53,5,112.98,0.928,0,2,0
54.84,1,81.97,5,85.6,2.815,1,1,0
49.63,9,65.4,2,89.61,0.464,0,2,0
43.25,8,68.81,6,111.59,2.754,0,1,1
72.68,1,91.7,7,98.76,3.195,1,1,1
64.36,8,66.62,4,101.94,1.402,1,0,1
36.31,12,73.8,2,104.89,2.244,0,2,1
69.08,5,90.61,6,105.37,1.562,0,1,1
51.93,0,83.31,7,112.95,1.588,0,1,0
70.25,3,57.49,7,114.91,1.155,0,2,0
65.99,14,60.89,2,106.6,2.691,1,1,1
49.13,13,55.31,4,93.62,3.283,0,2,1
31.01,0,80.24,6,111.39,3.299,0,0,0
42.09,13,72.91,7,86.48,0.694,1,1,0
54.37,5,60.37,7,91.93,3.074,0,1,0
58.51,13,93.32,6,111.92,2.607,0,2,1
41.6,12,76.19,0,92.69,0.96,0,2,1
36.27,3,64.68,2,91.62,0.329,1,2,0
67.57,2,75.02,2,89.14,1.011,1,2,0
74.3,2,82.18,3,110.77,3.202,0,1,1
53.66,8,58.05,4,100.0,2.253,0,0,1
37.73,5,65.99,1,105.25,2.552,1,0,1
42.25,8,87.28,0,92.17,0.974,0,0,1
30.83,12,73.39,6,107.74,2.546,0,0,1
71.14,4,76.86,6,107.8,0.196,1,2,1
35.3,1,72.31,6,94.38,1.376,1,1,0
55.94,7,56.76,0,97.32,2.231,1,1,1
42.33,4,61.63,7,91.29,0.597,0,1,0
54.94,1,72.82,6,114.3,2.898,0,2,0
59.31,3,63.37,6,104.37,0.899,0,1,0
67.34,8,57.0,4,113.04,2.318,0,2,1
39.29,14,88.75,5,94.1,1.478,1,1,1
30.49,3,94.25,5,108.46,2.127,0,0,0
36.16,12,86.73,3,107.98,0.465,0,2,0
70.5,11,89.15,3,105.75,0.158,1,1,1
69.33,11,64.68,6,113.97,3.193,1,0,1
56.88,11,93.43,4,96.81,1.017,0,0,1
57.02,12,62.88,6,88.92,2.887,1,0,1
59.93,14,93.06,3,105.15,3.498,1,2,1
37.89,13,94.79,0,106.88,0.819,0,2,1
71.15,3,83.47,0,102.25,1.002,0,1,1
48.84,1,94.25,7,91.2,2.354,0,0,0
47.24,12,77.78,1,100.13,3.383,0,1,1
53.35,11,65.38,5,94.37,3.214,1,1,1
32.11,14,72.48,4,97.82,1.81,1,0,1
37.48,5,78.74,2,104.36,2.803,0,1,0
63.21,12,57.92,5,107.36,0.562,0,2,0
33.73,10,79.89,2,91.97,3.423,1,1,1
57.14,13,94.25,1,97.16,3.379,0,0,1
41.04,1,62.6,1,93.07,0.657,0,2,0
47.52,11,86.7,6,90.96,1.118,0,2,0
42.99,6,91.32,3,108.5,0.441,0,1,0
46.01,2,92.75,1,112.28,1.024,1,1,1
62.36,14,93.41,1,96.11,2.874,0,2,1
43.37,2,75.86,2,107.54,1.386,1,1,0
55.49,4,94.09,3,111.91,0.401,0,0,0
51.42,2,85.29,1,110.38,1.264,0,1,1
59.87,1,61.47,5,90.48,3.437,1,1,0
72.16,9,74.08,7,113.69,2.241,0,2,0
62.97,8,83.73,1,96.3,1.515,1,1,1
39.67,1,64.89,7,95.18,0.666,0,1,0
31.4,13,80.62,3,86.87,3.453,0,1,1
41.8,10,81.66,6,99.59,2.891,0,0,1
56.78,1,61.51,4,88.27,1.057,0,1,0
32.31,12,77.6,3,92.46,0.338,0,0,0
52.34,14,85.87,2,94.51,0.293,1,0,1
56.86,7,74.96,4,109.26,0.509,1,0,0
45.04,14,55.48,5,111.26,2.075,0,0,1
64.69,8,55.36,0,94.07,3.258,0,2,1
34.8,6,69.28,7,110.76,1.789,1,0,0
33.38,2,92.05,7,110.72,2.966,1,1,0
62.77,8,64.15,7,107.94,1.616,0,0,0
52.3,2,80.37,3,89.4,2.509,0,1,0
60.98,4,63.88,7,105.71,2.588,1,0,1
49.57,8,67.87,6,113.35,0.691,0,2,0
41.09,11,88.92,7,105.48,1.328,1,0,0
66.86,13,84.15,2,94.95,2.267,0,0,1
65.97,13,58.82,5,100.02,0.34,1,2,1
61.26,2,72.15,7,104.37,1.329,1,0,0
42.25,6,56.17,7,100.32,1.918,0,1,0
56.56,11,74.24,4,88.6,3.487,1,0,1
46.24,0,81.5,5,94.36,1.713,0,0,0
34.12,3,59.74,7,109.07,2.875,0,0,0
71.28,3,66.56,3,110.84,1.569,0,2,0
36.16,6,70.91,1,89.12,2.808,0,0,0
72.76,7,91.78,6,113.57,2.124,1,0,1
50.07,0,94.73,3,94.86,3.114,0,1,0
38.33,4,56.8,0,104.87,1.497,0,0,1
54.39,6,85.44,3,107.55,2.155,0,0,1
69.28,11,69.87,4,109.36,2.242,0,0,1
62.95,3,70.7,4,113.37,1.519,1,0,1
66.3,12,85.17,7,94.39,0.591,0,1,1
59.65,3,91.74,3,110.76,0.418,1,1,1
61.15,3,93.04,4,88.95,0.157,1,2,0
68.21,11,78.08,1,106.15,3.07,1,0,1
41.24,5,69.28,5,107.26,0.904,0,2,0
52.02,6,86.5,3,105.33,0.819,0,2,1
39.95,1,65.04,6,92.57,2.603,0,0,0
74.45,14,77.56,1,111.19,1.188,0,1,1
72.48,4,69.34,7,90.07,1.821,1,1,1
31.77,3,81.27,5,86.61,0.653,1,0,0
61.75,14,64.62,6,106.52,3.363,0,0,1
71.64,13,62.66,7,99.26,2.995,0,1,1
38.13,12,91.73,6,110.47,3.037,0,0,1
55.56,2,59.07,7,96.5,1.483,0,0,0
71.2,6,75.24,6,90.05,2.692,0,0,0
31.53,10,63.83,5,110.09,0.589,0,1,0
61.38,11,56.56,1,101.47,0.129,0,2,1
43.38,5,56.44,6,90.68,0.168,1,2,0
71.6,13,62.01,6,106.61,2.094,1,0,1
73.7,6,89.67,2,100.33,1.648,1,1,1
72.49,4,66.3,3,103.13,1.861,1,0,1
51.34,12,93.02,5,98.83,0.125,0,1,1
68.79,5,78.26,7,109.86,1.537,0,0,0
68.0,4,72.46,5,109.89,2.541,0,1,0
44.36,13,78.2,4,106.28,1.605,0,1,1
67.3,6,75.67,7,88.16,2.59,0,2,0
31.67,1,85.35,5,110.17,0.892,1,0,0
56.83,13,66.3,1,105.13,2.865,0,2,1
40.35,10,69.12,7,105.91,2.101,1,2,0
35.43,4,90.76,7,95.89,0.817,0,1,0
33.46,5,92.86,5,111.38,0.905,1,0,0
61.33,5,90.7,7,106.76,2.235,0,1,0
45.29,14,71.78,2,88.38,2.922,1,1,1
62.61,4,86.21,3,97.23,1.513,0,1,1
32.94,9,74.05,7,111.59,0.978,0,0,0
44.19,6,74.9,3,86.42,3.048,0,0,1
54.28,9,63.19,5,113.84,2.376,0,1,1
65.58,7,78.65,6,105.37,1.623,1,0,1
44.34,6,62.45,0,103.94,1.759,0,1,1
58.17,4,68.26,0,93.12,0.794,1,0,1
69.87,0,89.2,6,92.46,2.231,0,0,0
57.71,12,63.28,6,113.26,1.32,1,2,1
40.48,4,57.85,6,93.95,3.485,0,1,0
31.1,9,57.76,1,108.27,1.733,0,2,0
69.15,1,92.63,0,96.79,1.752,1,2,1
30.96,12,75.28,6,89.18,2.024,0,1,0
69.36,4,71.38,1,85.32,3.217,0,1,1
53.8,4,87.44,4,101.33,2.823,1,0,1
72.26,1,88.43,7,114.27,1.634,0,1,0
65.95,4,68.29,1,96.07,2.544,1,2,1
74.91,12,82.74,0,95.72,2.093,0,2,1
45.78,3,85.84,5,95.32,1.774,1,1,0
64.52,0,81.19,4,100.62,0.754,1,2,0
48.09,2,61.06,0,98.22,1.677,1,0,1
51.59,0,90.04,7,111.4,0.936,1,2,0
58.24,11,76.56,1,100.17,3.21,0,0,1
69.32,10,66.3,2,100.23,1.24,0,2,1
74.28,14,72.01,3,89.15,3.338,1,0,1
64.57,4,56.5,7,114.48,1.912,0,0,0
48.8,3,60.11,0,92.5,2.247,0,1,0
48.96,6,85.62,6,87.2,1.946,0,0,0
63.19,4,55.0,1,104.89,0.54,1,1,1
40.74,9,71.66,6,102.86,1.378,0,2,0
34.97,13,75.9,6,97.45,0.437,0,2,0
45.96,3,57.19,6,97.67,2.218,1,2,0
42.93,1,93.92,6,108.55,1.619,0,0,0
